# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_bidirectional_gene_fusion	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_gene_fusion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
CSHL1	ENSG00000204414	ENST00000438387	protein_coding	0	1	1	50	1	0	0	0	0	0	0	0	16	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	26
CSHL1	ENSG00000204414	ENST00000450719	protein_coding	0	2	1	49	1	0	1	0	0	0	0	0	16	0	0	6	1	0	0	0	0	0	0	0	0	0	0	2	0	25
CSHL1	ENSG00000204414	ENST00000558099	processed_transcript	0	0	0	52	0	0	0	0	0	0	0	0	16	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	26
CSHL1	ENSG00000204414	ENST00000558609	retained_intron	0	0	0	52	0	0	0	0	0	0	0	0	17	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	26
CSHL1	ENSG00000204414	ENST00000560999	retained_intron	0	0	0	52	0	0	0	0	0	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	26
CSHL1	ENSG00000204414	ENST00000561003	protein_coding	0	2	1	49	1	0	0	0	0	0	0	0	16	0	0	6	1	0	0	0	0	0	0	0	0	0	0	2	0	26
CSNK1D	ENSG00000141551	ENST00000269361	nonsense_mediated_decay	0	0	0	31	1	0	0	0	0	0	0	0	11	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	7
CSNK1D	ENSG00000141551	ENST00000314028	protein_coding	0	2	0	59	1	1	1	0	0	0	0	0	14	0	0	34	0	0	0	0	0	0	0	0	0	0	0	1	0	9
CSNK1D	ENSG00000141551	ENST00000392334	protein_coding	0	2	0	55	0	1	1	0	0	0	0	0	11	0	0	34	0	0	0	0	0	0	0	0	0	0	0	1	0	9
CSNK1D	ENSG00000141551	ENST00000398519	protein_coding	0	1	1	60	1	0	0	0	0	0	0	0	7	0	0	43	1	0	0	0	0	0	0	0	0	0	0	1	0	9
CSNK1D	ENSG00000141551	ENST00000403276	nonsense_mediated_decay	0	0	0	52	1	0	0	0	0	0	0	0	7	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000577578	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CSNK1D	ENSG00000141551	ENST00000578194	processed_transcript	0	0	0	42	0	0	0	0	0	0	0	0	6	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CSNK1D	ENSG00000141551	ENST00000578501	retained_intron	0	0	0	19	0	0	0	0	0	0	0	0	11	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	5
CSNK1D	ENSG00000141551	ENST00000578904	processed_transcript	0	0	0	20	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CSNK1D	ENSG00000141551	ENST00000579308	retained_intron	0	0	0	27	0	0	0	0	0	0	0	0	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000579316	retained_intron	0	0	0	41	0	0	0	0	0	0	0	0	7	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000580061	retained_intron	0	0	0	30	0	0	0	0	0	0	0	0	7	0	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	6
CSNK1D	ENSG00000141551	ENST00000580446	protein_coding	0	0	0	44	0	0	0	0	0	0	0	0	7	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000580565	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	6
CSNK1D	ENSG00000141551	ENST00000580784	nonsense_mediated_decay	0	0	0	26	1	0	0	0	0	0	0	0	11	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000581108	retained_intron	0	0	0	16	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000581241	retained_intron	0	0	0	59	0	0	0	0	0	0	0	0	14	0	0	33	0	3	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000581655	processed_transcript	0	0	0	20	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000581660	nonsense_mediated_decay	0	0	0	43	0	0	0	0	0	0	0	0	6	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000581737	retained_intron	0	0	0	19	0	0	0	0	0	0	0	0	11	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	5
CSNK1D	ENSG00000141551	ENST00000582844	processed_transcript	0	0	0	43	0	0	0	0	0	0	0	0	3	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CSNK1D	ENSG00000141551	ENST00000584377	retained_intron	0	0	0	28	0	0	0	0	0	0	0	0	11	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000584472	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	0	7	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	9
CSNK1D	ENSG00000141551	ENST00000584672	nonsense_mediated_decay	0	0	0	32	1	0	0	0	0	0	0	0	11	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	7
CSNK1D	ENSG00000141551	ENST00000584913	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CSNK1D	ENSG00000141551	ENST00000585026	nonsense_mediated_decay	0	0	0	40	0	0	0	0	0	0	0	0	8	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CTA-242H14.1	ENSG00000239622	ENST00000466070	processed_pseudogene	0	0	0	40	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
CTA-254O6.1	ENSG00000261462	ENST00000561473	lincRNA	0	0	0	46	0	0	0	0	0	0	0	0	17	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	24
CTA-276O3.4	ENSG00000235354	ENST00000452798	processed_pseudogene	0	0	0	22	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CTA-293F17.1	ENSG00000271133	ENST00000603156	antisense	0	1	0	45	0	0	0	0	0	0	0	0	6	0	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	31
CTA-293F17.1	ENSG00000271133	ENST00000605357	antisense	0	1	0	46	0	0	0	0	0	0	0	0	7	0	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	31
CTA-298G8.2	ENSG00000271330	ENST00000605160	processed_pseudogene	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CTA-313A17.2	ENSG00000170409	ENST00000433904	unprocessed_pseudogene	0	0	0	61	0	0	0	0	0	0	0	0	21	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	28
CTA-313A17.3	ENSG00000228546	ENST00000432573	unprocessed_pseudogene	0	0	0	36	0	0	0	0	0	0	0	0	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	28
CTA-326K9.1	ENSG00000270812	ENST00000603580	processed_pseudogene	0	0	0	29	0	0	0	0	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	12
CTA-339C12.1	ENSG00000259294	ENST00000560499	antisense	0	0	0	23	0	0	0	0	0	0	0	0	9	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	8
CTA-351J1.1	ENSG00000226624	ENST00000442083	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CTA-357J21.1	ENSG00000272544	ENST00000606465	sense_intronic	0	0	0	37	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24
CTA-360L10.1	ENSG00000243193	ENST00000494849	antisense	40	0	0	95	0	0	0	16	0	0	0	0	11	16	24	80	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CTA-360L10.1	ENSG00000243193	ENST00000589433	antisense	32	0	0	17	0	0	0	8	0	0	0	0	11	24	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
CTA-363E19.2	ENSG00000272072	ENST00000607036	antisense	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CTA-369K23.1	ENSG00000270425	ENST00000604565	processed_pseudogene	0	0	0	29	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CTAGE15	ENSG00000176227	ENST00000447022	processed_pseudogene	0	0	0	36	0	0	0	0	0	0	0	0	19	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11
CTAGE15	ENSG00000271079	ENST00000420911	protein_coding	0	3	3	30	0	0	0	0	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	11
CTAGE4	ENSG00000225932	ENST00000486333	protein_coding	0	0	1	26	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
CTAGE6	ENSG00000271321	ENST00000470691	protein_coding	0	2	1	16	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	8
CTAGE8	ENSG00000244693	ENST00000487179	protein_coding	0	0	3	15	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
CTB-107G13.1	ENSG00000234715	ENST00000422488	antisense	0	0	0	309	0	0	0	0	0	0	0	0	32	0	0	253	0	9	0	0	0	0	0	0	0	0	0	0	0	15
CTB-10G5.1	ENSG00000270453	ENST00000603642	processed_pseudogene	0	0	0	14	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
CTB-111F10.1	ENSG00000223665	ENST00000415249	lincRNA	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CTB-111H14.1	ENSG00000243797	ENST00000475791	sense_overlapping	0	1	0	188	0	0	0	0	0	0	0	0	14	0	0	167	0	3	0	0	0	1	0	0	0	0	0	0	0	5
CTB-111H14.1	ENSG00000243797	ENST00000485282	sense_overlapping	0	0	0	487	0	0	0	0	0	0	0	0	7	0	0	467	0	2	0	0	0	0	0	0	0	0	0	0	0	11
CTB-111H14.1	ENSG00000243797	ENST00000490856	sense_overlapping	0	0	0	1201	0	0	0	0	0	0	0	0	4	0	0	1182	0	2	0	0	0	0	0	0	0	0	0	0	0	13
CTB-111H14.1	ENSG00000243797	ENST00000592441	sense_overlapping	0	0	0	1049	0	0	0	0	0	0	0	0	23	0	0	1001	0	8	0	0	0	0	0	0	0	0	0	0	0	17
CTB-113D17.1	ENSG00000272568	ENST00000608972	antisense	0	0	0	54	0	0	0	0	0	0	0	0	22	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	22
CTB-113D17.1	ENSG00000272568	ENST00000609389	antisense	1	0	0	159	0	0	0	0	0	0	0	0	16	0	0	112	0	22	0	1	1	1	0	0	0	0	0	0	0	10
CTB-113D17.1	ENSG00000272568	ENST00000609495	antisense	1	0	0	84	0	0	0	0	0	0	0	0	22	0	0	48	0	3	0	1	1	1	0	0	0	0	0	0	0	12
CTB-119C2.1	ENSG00000273237	ENST00000608362	antisense	0	0	0	41	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	28
CTB-131K11.1	ENSG00000266469	ENST00000582842	antisense	0	1	0	38	0	0	0	0	0	0	0	0	2	0	0	12	0	1	0	0	0	1	0	0	0	0	0	0	0	24
CTB-13F3.1	ENSG00000273055	ENST00000608515	antisense	0	1	0	28	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	15
CTB-13L3.1	ENSG00000273299	ENST00000480135	processed_transcript	0	1	0	377	0	0	0	0	0	0	0	0	12	0	0	358	0	0	0	0	0	1	0	0	0	0	0	0	0	8
CTB-152G17.4	ENSG00000271482	ENST00000604391	processed_pseudogene	0	0	0	21	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11
CTB-152G17.5	ENSG00000270764	ENST00000603744	processed_pseudogene	0	0	0	29	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CTB-152G17.6	ENSG00000272918	ENST00000607968	antisense	0	0	0	25	0	0	0	0	0	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	10
CTB-161C1.1	ENSG00000272719	ENST00000609813	antisense	0	0	0	36	0	0	0	0	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17
CTB-161K23.1	ENSG00000188693	ENST00000453068	antisense	56	1	0	119	0	0	0	8	0	0	0	0	12	40	48	86	0	7	0	0	0	1	0	0	0	0	0	0	0	15
CTB-162E12.1	ENSG00000262961	ENST00000576249	processed_pseudogene	0	1	0	43	0	0	0	0	0	0	0	0	24	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	12
CTB-167B5.1	ENSG00000254003	ENST00000520993	antisense	0	0	0	28	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CTB-167B5.2	ENSG00000264868	ENST00000585152	lincRNA	0	0	0	26	0	0	0	0	0	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7
CTB-175E5.7	ENSG00000267394	ENST00000586560	antisense	120	0	0	46	0	0	0	112	0	0	0	0	13	0	8	28	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CTB-181H17.1	ENSG00000272219	ENST00000606640	sense_intronic	0	0	0	26	0	0	0	0	0	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10
CTB-186H2.1	ENSG00000267460	ENST00000593009	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CTB-186H2.2	ENSG00000267657	ENST00000586205	processed_transcript	0	0	0	83	0	0	0	0	0	0	0	0	30	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	45
CTB-186H2.2	ENSG00000267657	ENST00000588739	transcribed_unprocessed_pseudogene	0	0	0	83	0	0	0	0	0	0	0	0	30	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	45
CTB-186H2.3	ENSG00000266956	ENST00000591669	protein_coding	0	0	0	34	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CTB-186H2.3	ENSG00000266956	ENST00000593057	processed_transcript	0	0	0	30	0	0	0	0	0	0	0	0	10	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	16
CTB-187M2.1	ENSG00000231477	ENST00000435953	lincRNA	0	0	0	13	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CTB-187M2.2	ENSG00000265126	ENST00000579897	antisense	0	0	0	14	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CTB-187M2.3	ENSG00000263726	ENST00000582654	lincRNA	0	0	0	90	0	0	0	0	0	0	0	0	17	0	0	66	0	1	0	0	0	0	0	0	0	0	0	0	0	6
CTB-20D2.1	ENSG00000228341	ENST00000447049	processed_pseudogene	0	0	0	25	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
CTB-22K21.2	ENSG00000251239	ENST00000502435	antisense	0	0	0	45	0	0	0	0	0	0	0	0	12	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	14
CTB-30L5.1	ENSG00000267052	ENST00000591803	lincRNA	0	0	0	76	0	0	0	0	0	0	0	0	10	0	0	57	0	1	0	0	0	0	0	0	0	0	0	0	0	8
CTB-39G8.2	ENSG00000267446	ENST00000589730	lincRNA	0	0	0	26	0	0	0	0	0	0	0	0	16	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	6
CTB-39G8.3	ENSG00000267344	ENST00000592389	antisense	0	0	0	32	0	0	0	0	0	0	0	0	12	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	17
CTB-41I6.1	ENSG00000266389	ENST00000585297	lincRNA	0	0	0	33	0	0	0	0	0	0	0	0	16	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	11
CTB-41I6.2	ENSG00000265975	ENST00000578788	lincRNA	0	0	0	63	0	0	0	0	0	0	0	0	21	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	17
CTB-51J22.1	ENSG00000232415	ENST00000435932	antisense	0	0	0	28	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CTB-58E17.1	ENSG00000261005	ENST00000563897	lincRNA	0	0	0	19	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10
CTB-58E17.2	ENSG00000265130	ENST00000583075	antisense	0	0	0	15	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CTB-58E17.3	ENSG00000266040	ENST00000583409	antisense	0	0	0	19	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CTB-58E17.5	ENSG00000227450	ENST00000539023	protein_coding	0	0	0	43	3	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CTB-58E17.9	ENSG00000263975	ENST00000579499	antisense	0	0	0	19	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CTB-75G16.1	ENSG00000236002	ENST00000414616	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
CTB-75G16.1	ENSG00000236002	ENST00000486628	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
CTB-75G16.3	ENSG00000267067	ENST00000593050	lincRNA	0	0	0	35	0	0	0	0	0	0	0	0	28	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
CTB-91J4.1	ENSG00000267118	ENST00000588054	antisense	0	0	0	17	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CTB-91J4.1	ENSG00000267118	ENST00000592460	antisense	0	0	0	275	0	0	0	0	0	0	0	0	11	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	24
CTB-91J4.3	ENSG00000267043	ENST00000592990	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
CTB-96E2.2	ENSG00000273171	ENST00000555059	protein_coding	0	0	1	35	1	0	0	0	0	0	0	0	9	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	20
CTB-96E2.3	ENSG00000258924	ENST00000591482	processed_transcript	0	0	0	71	0	0	0	0	0	0	0	0	4	0	0	48	0	3	0	0	0	0	0	0	0	0	0	0	0	16
CTB-96E2.7	ENSG00000265618	ENST00000577850	antisense	0	0	0	31	0	0	0	0	0	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8
CTC-264K15.6	ENSG00000263489	ENST00000577329	lincRNA	0	0	0	91	0	0	0	0	0	0	0	0	12	0	0	34	0	3	0	0	0	0	0	0	0	0	0	0	0	42
CTC-268N12.2	ENSG00000266895	ENST00000588997	antisense	0	0	0	28	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CTC-268N12.3	ENSG00000267479	ENST00000589221	sense_intronic	0	0	0	21	0	0	0	0	0	0	0	0	2	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	3
CTC-281F24.1	ENSG00000261996	ENST00000576138	antisense	0	1	0	61	0	0	0	0	0	0	0	0	21	0	0	8	0	4	0	0	0	1	0	0	0	0	0	0	0	29
CTC-281F24.2	ENSG00000262990	ENST00000576277	processed_pseudogene	0	0	0	58	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
CTC-296K1.3	ENSG00000267505	ENST00000585620	lincRNA	0	0	0	52	0	0	0	0	0	0	0	0	17	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	31
CTC-296K1.4	ENSG00000267405	ENST00000591137	lincRNA	0	0	0	54	0	0	0	0	0	0	0	0	28	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	11
CTC-297N7.1	ENSG00000261433	ENST00000569543	lincRNA	0	0	0	34	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CTC-297N7.10	ENSG00000263388	ENST00000584139	antisense	0	0	0	22	0	0	0	0	0	0	0	0	7	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	11
CTC-297N7.11	ENSG00000272975	ENST00000587182	antisense	40	1	0	477	0	0	0	40	0	0	0	0	11	0	0	462	0	1	0	0	0	1	0	0	0	0	0	0	0	4
CTC-297N7.5	ENSG00000263400	ENST00000579114	antisense	0	1	0	119	0	0	0	0	0	0	0	0	6	0	0	91	0	1	0	0	0	1	0	0	0	0	0	0	0	22
CTC-297N7.5	ENSG00000263400	ENST00000580899	antisense	0	1	0	260	0	0	0	0	0	0	0	0	7	0	0	230	0	2	0	0	0	1	0	0	0	0	0	0	0	22
CTC-297N7.5	ENSG00000263400	ENST00000581366	antisense	0	0	0	118	0	0	0	0	0	0	0	0	5	0	0	90	0	1	0	0	0	0	0	0	0	0	0	0	0	22
CTC-297N7.5	ENSG00000263400	ENST00000583012	antisense	0	0	0	118	0	0	0	0	0	0	0	0	5	0	0	90	0	1	0	0	0	0	0	0	0	0	0	0	0	22
CTC-297N7.5	ENSG00000263400	ENST00000583115	antisense	0	1	0	65	0	0	0	0	0	0	0	0	22	0	0	21	0	1	0	0	0	1	0	0	0	0	0	0	0	22
CTC-297N7.5	ENSG00000263400	ENST00000583343	antisense	0	1	0	119	0	0	0	0	0	0	0	0	5	0	0	91	0	2	0	0	0	1	0	0	0	0	0	0	0	22
CTC-297N7.5	ENSG00000263400	ENST00000584714	antisense	0	1	0	117	0	0	0	0	0	0	0	0	5	0	0	90	0	1	0	0	0	1	0	0	0	0	0	0	0	22
CTC-297N7.7	ENSG00000214970	ENST00000577181	antisense	40	0	0	50	0	0	0	40	0	0	0	0	9	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CTC-297N7.7	ENSG00000214970	ENST00000579914	antisense	32	0	0	140	0	0	0	32	0	0	0	0	23	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CTC-297N7.7	ENSG00000214970	ENST00000581947	antisense	24	1	0	51	0	0	0	24	0	0	0	0	10	0	0	35	0	0	0	0	0	1	0	0	0	0	0	0	0	7
CTC-297N7.7	ENSG00000214970	ENST00000585303	antisense	16	1	0	50	0	0	0	16	0	0	0	0	9	0	0	35	0	0	0	0	0	1	0	0	0	0	0	0	0	7
CTC-297N7.8	ENSG00000273290	ENST00000608312	lincRNA	0	0	0	37	0	0	0	0	0	0	0	0	9	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	12
CTC-297N7.9	ENSG00000264016	ENST00000579367	lincRNA	0	0	0	15	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CTC-297N7.9	ENSG00000264016	ENST00000579529	lincRNA	0	0	0	76	0	0	0	0	0	0	0	0	20	0	0	50	0	1	0	0	0	0	0	0	0	0	0	0	0	5
CTC-304I17.2	ENSG00000264791	ENST00000577709	antisense	0	0	0	47	0	0	0	0	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	27
CTC-304I17.3	ENSG00000265775	ENST00000581727	sense_intronic	0	0	0	18	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CTC-304I17.4	ENSG00000263485	ENST00000580658	sense_intronic	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CTC-304I17.5	ENSG00000263571	ENST00000583224	lincRNA	0	0	0	20	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17
CTC-421K24.1	ENSG00000267562	ENST00000592981	processed_pseudogene	0	0	0	32	0	0	0	0	0	0	0	0	17	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	12
CTC-457L16.2	ENSG00000262319	ENST00000573168	antisense	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
CTC-459F4.3	ENSG00000267575	ENST00000585827	lincRNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CTC-459F4.3	ENSG00000267575	ENST00000585917	lincRNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CTC-459F4.3	ENSG00000267575	ENST00000586220	lincRNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CTC-459F4.3	ENSG00000267575	ENST00000586784	lincRNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CTC-459F4.3	ENSG00000267575	ENST00000587188	lincRNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CTC-459F4.3	ENSG00000267575	ENST00000588122	lincRNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CTC-459F4.3	ENSG00000267575	ENST00000588318	lincRNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CTC-459F4.3	ENSG00000267575	ENST00000588636	lincRNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
